a	ఒక	oka	[sound:ఒక_google_female.mp3]
previous	మునుపటి	munupaṭi	[sound:మునుపటి_google_female.mp3]
previously	గతంలో	gatanlō	[sound:గతంలో_google_female.mp3]
price	ధర	dhara	[sound:ధర_google_female.mp3]
pride	గర్వం	garvaṁ	[sound:గర్వం_google_female.mp3]
priest	పూజారి	pūjāri	[sound:పూజారి_google_female.mp3]
primarily	ప్రధానంగా	pradhānaṅgā	[sound:ప్రధానంగా_google_female.mp3]
primary	ప్రాథమిక	prāthamika	[sound:ప్రాథమిక_google_female.mp3]
prime minister	ప్రధాన మంత్రి	pradhāna mantri	[sound:ప్రధాన మంత్రి_google_female.mp3]
prince	యువరాజు	yuvarāju	[sound:యువరాజు_google_female.mp3]
princess	యువరాణి	yuvarāṇi	[sound:యువరాణి_google_female.mp3]
principle	సూత్రం	sūtraṁ	[sound:సూత్రం_google_female.mp3]
print	ప్రింట్	priṇṭ	[sound:ప్రింట్_google_female.mp3]
printer	ప్రింటర్	priṇṭar	[sound:ప్రింటర్_google_female.mp3]
printing	ప్రింటింగ్	priṇṭiṅg	[sound:ప్రింటింగ్_google_female.mp3]
print off	ప్రింట్ ఆఫ్	priṇṭ āph	[sound:ప్రింట్ ఆఫ్_google_female.mp3]
prior	ముందు	mundu	[sound:ముందు_google_female.mp3]
priority	ప్రాధాన్యత	prādhān'yata	[sound:ప్రాధాన్యత_google_female.mp3]
prison	జైలు	jailu	[sound:జైలు_google_female.mp3]
prisoner	ఖైదీ	khaidī	[sound:ఖైదీ_google_female.mp3]
private	ప్రైవేట్	praivēṭ	[sound:ప్రైవేట్_google_female.mp3]
privately	ప్రైవేట్u200cగా	praivēṭu200cgā	[sound:ప్రైవేట్u200cగా_google_female.mp3]
prize	బహుమతి	bahumati	[sound:బహుమతి_google_female.mp3]
probable	సంభావ్య	sambhāvya	[sound:సంభావ్య_google_female.mp3]
probably	బహుశా	bahuśā	[sound:బహుశా_google_female.mp3]
problem	సమస్య	samasya	[sound:సమస్య_google_female.mp3]
procedure	ప్రక్రియ	prakriya	[sound:ప్రక్రియ_google_female.mp3]
proceed	కొనసాగండి	konasāgaṇḍi	[sound:కొనసాగండి_google_female.mp3]
process 1	ప్రక్రియ 1	prakriya 1	[sound:ప్రక్రియ 1_google_female.mp3]
produce	ఉత్పత్తి చేస్తాయి	utpatti cēstāyi	[sound:ఉత్పత్తి చేస్తాయి_google_female.mp3]
producer	నిర్మాత	nirmāta	[sound:నిర్మాత_google_female.mp3]
product	ఉత్పత్తి	utpatti	[sound:ఉత్పత్తి_google_female.mp3]
production	ఉత్పత్తి	utpatti	[sound:ఉత్పత్తి_google_female.mp3]
profession	వృత్తి	vr̥tti	[sound:వృత్తి_google_female.mp3]
professional	వృత్తిపరమైన	vr̥ttiparamaina	[sound:వృత్తిపరమైన_google_female.mp3]
professor	ప్రొఫెసర్	prophesar	[sound:ప్రొఫెసర్_google_female.mp3]
profit	లాభం	lābhaṁ	[sound:లాభం_google_female.mp3]
program	కార్యక్రమం	kāryakramaṁ	[sound:కార్యక్రమం_google_female.mp3]
programme	కార్యక్రమం	kāryakramaṁ	[sound:కార్యక్రమం_google_female.mp3]
progress	పురోగతి	purōgati	[sound:పురోగతి_google_female.mp3]
project	ప్రాజెక్ట్	prājekṭ	[sound:ప్రాజెక్ట్_google_female.mp3]
promise	వాగ్దానం	vāgdānaṁ	[sound:వాగ్దానం_google_female.mp3]
promote	ప్రచారం చేయండి	pracāraṁ cēyaṇḍi	[sound:ప్రచారం చేయండి_google_female.mp3]
promotion	ప్రమోషన్	pramōṣan	[sound:ప్రమోషన్_google_female.mp3]
prompt	ప్రాంప్ట్	prāmpṭ	[sound:ప్రాంప్ట్_google_female.mp3]
promptly	వెంటనే	veṇṭanē	[sound:వెంటనే_google_female.mp3]
pronounce	పలుకుతారు	palukutāru	[sound:పలుకుతారు_google_female.mp3]
pronunciation	ఉచ్చారణ	uccāraṇa	[sound:ఉచ్చారణ_google_female.mp3]
proof	రుజువు	rujuvu	[sound:రుజువు_google_female.mp3]
proper	సరైన	saraina	[sound:సరైన_google_female.mp3]
properly	సరిగ్గా	sariggā	[sound:సరిగ్గా_google_female.mp3]
property	ఆస్తి	āsti	[sound:ఆస్తి_google_female.mp3]
proportion	నిష్పత్తి	niṣpatti	[sound:నిష్పత్తి_google_female.mp3]
proposal	ప్రతిపాదన	pratipādana	[sound:ప్రతిపాదన_google_female.mp3]
propose	ప్రతిపాదించండి	pratipādin̄caṇḍi	[sound:ప్రతిపాదించండి_google_female.mp3]
prospect	అవకాశం	avakāśaṁ	[sound:అవకాశం_google_female.mp3]
protect	రక్షించండి	rakṣin̄caṇḍi	[sound:రక్షించండి_google_female.mp3]
protection	రక్షణ	rakṣaṇa	[sound:రక్షణ_google_female.mp3]
protest	నిరసన	nirasana	[sound:నిరసన_google_female.mp3]
proud	గర్వంగా ఉంది	garvaṅgā undi	[sound:గర్వంగా ఉంది_google_female.mp3]
proudly	గర్వంగా	garvaṅgā	[sound:గర్వంగా_google_female.mp3]
prove	నిరూపించండి	nirūpin̄caṇḍi	[sound:నిరూపించండి_google_female.mp3]
provide	అందిస్తాయి	andistāyi	[sound:అందిస్తాయి_google_female.mp3]
provided	అందించారు	andin̄cāru	[sound:అందించారు_google_female.mp3]
providing	అందించడం	andin̄caḍaṁ	[sound:అందించడం_google_female.mp3]
pub	పబ్	pab	[sound:పబ్_google_female.mp3]
public	పబ్లిక్	pablik	[sound:పబ్లిక్_google_female.mp3]
publication	ప్రచురణ	pracuraṇa	[sound:ప్రచురణ_google_female.mp3]
publicity	ప్రచారం	pracāraṁ	[sound:ప్రచారం_google_female.mp3]
publicly	బహిరంగంగా	bahiraṅgaṅgā	[sound:బహిరంగంగా_google_female.mp3]
publish	ప్రచురించండి	pracurin̄caṇḍi	[sound:ప్రచురించండి_google_female.mp3]
publishing	ప్రచురించడం	pracurin̄caḍaṁ	[sound:ప్రచురించడం_google_female.mp3]
pull	లాగండి	lāgaṇḍi	[sound:లాగండి_google_female.mp3]
pull apart	వేరుగా లాగండి	vērugā lāgaṇḍi	[sound:వేరుగా లాగండి_google_female.mp3]
pull down	క్రిందికి లాగండి	krindiki lāgaṇḍi	[sound:క్రిందికి లాగండి_google_female.mp3]
pull in	లోపలికి లాగండి	lōpaliki lāgaṇḍi	[sound:లోపలికి లాగండి_google_female.mp3]
pull off	లాగండి	lāgaṇḍi	[sound:లాగండి_google_female.mp3]
pull out	బయటకు లాగండి	bayaṭaku lāgaṇḍi	[sound:బయటకు లాగండి_google_female.mp3]
pull over	పైకి లాగండి	paiki lāgaṇḍi	[sound:పైకి లాగండి_google_female.mp3]
pull through	ద్వారా లాగండి	dvārā lāgaṇḍi	[sound:ద్వారా లాగండి_google_female.mp3]
pull together	కలిసి లాగండి	kalisi lāgaṇḍi	[sound:కలిసి లాగండి_google_female.mp3]
pull up	పైకి లాగండి	paiki lāgaṇḍi	[sound:పైకి లాగండి_google_female.mp3]
punch	పంచ్	pan̄c	[sound:పంచ్_google_female.mp3]
punish	శిక్షించండి	śikṣin̄caṇḍi	[sound:శిక్షించండి_google_female.mp3]
punishment	శిక్ష	śikṣa	[sound:శిక్ష_google_female.mp3]
pupil	విద్యార్థి	vidyārthi	[sound:విద్యార్థి_google_female.mp3]
purchase	కొనుగోలు	konugōlu	[sound:కొనుగోలు_google_female.mp3]
pure	స్వచ్ఛమైన	svacchamaina	[sound:స్వచ్ఛమైన_google_female.mp3]
purely	పూర్తిగా	pūrtigā	[sound:పూర్తిగా_google_female.mp3]
purple	ఊదా రంగు	ūdā raṅgu	[sound:ఊదా రంగు_google_female.mp3]
purpose	ప్రయోజనం	prayōjanaṁ	[sound:ప్రయోజనం_google_female.mp3]
pursue	కొనసాగించు	konasāgin̄cu	[sound:కొనసాగించు_google_female.mp3]
push	పుష్	puṣ	[sound:పుష్_google_female.mp3]
push about	గురించి పుష్	gurin̄ci puṣ	[sound:గురించి పుష్_google_female.mp3]
push forward	ముందుకు నెట్టండి	munduku neṭṭaṇḍi	[sound:ముందుకు నెట్టండి_google_female.mp3]
put	చాలు	cālu	[sound:చాలు_google_female.mp3]
put away	దూరంగా ఉంచారు	dūraṅgā un̄cāru	[sound:దూరంగా ఉంచారు_google_female.mp3]
put back	తిరిగి చాలు	tirigi cālu	[sound:తిరిగి చాలు_google_female.mp3]
put down	దించేశాడు	din̄cēśāḍu	[sound:దించేశాడు_google_female.mp3]
put forward	ముందుంచారు	mundun̄cāru	[sound:ముందుంచారు_google_female.mp3]
put in	పెట్టింది	peṭṭindi	[sound:పెట్టింది_google_female.mp3]
put off	నిలిపివేసింది	nilipivēsindi	[sound:నిలిపివేసింది_google_female.mp3]
put on	చాలు	cālu	[sound:చాలు_google_female.mp3]
put out	బయట పెట్టాడు	bayaṭa peṭṭāḍu	[sound:బయట పెట్టాడు_google_female.mp3]
put through	ద్వారా చాలు	dvārā cālu	[sound:ద్వారా చాలు_google_female.mp3]
put together	కలిసి ఉంచారు	kalisi un̄cāru	[sound:కలిసి ఉంచారు_google_female.mp3]
put up	చాలు	cālu	[sound:చాలు_google_female.mp3]
put up with	తో పెట్టాడు	tō peṭṭāḍu	[sound:తో పెట్టాడు_google_female.mp3]
qualification	అర్హత	ar'hata	[sound:అర్హత_google_female.mp3]
qualified	అర్హత సాధించారు	ar'hata sādhin̄cāru	[sound:అర్హత సాధించారు_google_female.mp3]
qualify	అర్హత	ar'hata	[sound:అర్హత_google_female.mp3]
quality	నాణ్యత	nāṇyata	[sound:నాణ్యత_google_female.mp3]
quantity	పరిమాణం	parimāṇaṁ	[sound:పరిమాణం_google_female.mp3]
quarter	త్రైమాసికం	traimāsikaṁ	[sound:త్రైమాసికం_google_female.mp3]
queen	రాణి	rāṇi	[sound:రాణి_google_female.mp3]
question	ప్రశ్న	praśna	[sound:ప్రశ్న_google_female.mp3]
quick	త్వరగా	tvaragā	[sound:త్వరగా_google_female.mp3]
quickly	త్వరగా	tvaragā	[sound:త్వరగా_google_female.mp3]
quiet	నిశ్శబ్దంగా	niśśabdaṅgā	[sound:నిశ్శబ్దంగా_google_female.mp3]
quietly	నిశ్శబ్దంగా	niśśabdaṅgā	[sound:నిశ్శబ్దంగా_google_female.mp3]
quit	విడిచిపెట్టు	viḍicipeṭṭu	[sound:విడిచిపెట్టు_google_female.mp3]
quite	చాలా	cālā	[sound:చాలా_google_female.mp3]
quote	కోట్	kōṭ	[sound:కోట్_google_female.mp3]
race	జాతి	jāti	[sound:జాతి_google_female.mp3]
racing	రేసింగ్	rēsiṅg	[sound:రేసింగ్_google_female.mp3]
radio	రేడియో	rēḍiyō	[sound:రేడియో_google_female.mp3]
rail	రైలు	railu	[sound:రైలు_google_female.mp3]
railroad	రైలుమార్గం	railumārgaṁ	[sound:రైలుమార్గం_google_female.mp3]
railway	రైల్వే	railvē	[sound:రైల్వే_google_female.mp3]
rain	వర్షం	varṣaṁ	[sound:వర్షం_google_female.mp3]
raise	పెంచండి	pen̄caṇḍi	[sound:పెంచండి_google_female.mp3]
range	పరిధి	paridhi	[sound:పరిధి_google_female.mp3]
rank	ర్యాంక్	ryāṅk	[sound:ర్యాంక్_google_female.mp3]
rapid	వేగవంతమైన	vēgavantamaina	[sound:వేగవంతమైన_google_female.mp3]
rapidly	వేగంగా	vēgaṅgā	[sound:వేగంగా_google_female.mp3]
rare	అరుదైన	arudaina	[sound:అరుదైన_google_female.mp3]
rarely	అరుదుగా	arudugā	[sound:అరుదుగా_google_female.mp3]
rate	రేటు	rēṭu	[sound:రేటు_google_female.mp3]
rather	కాకుండా	kākuṇḍā	[sound:కాకుండా_google_female.mp3]
raw	ముడి	muḍi	[sound:ముడి_google_female.mp3]
re-	తిరిగి-	tirigi-	[sound:తిరిగి-_google_female.mp3]
reach	చేరుకుంటాయి	cērukuṇṭāyi	[sound:చేరుకుంటాయి_google_female.mp3]
react	ప్రతిస్పందిస్తాయి	pratispandistāyi	[sound:ప్రతిస్పందిస్తాయి_google_female.mp3]
reaction	ప్రతిచర్య	praticarya	[sound:ప్రతిచర్య_google_female.mp3]
read	చదివాడు	cadivāḍu	[sound:చదివాడు_google_female.mp3]
